,소재지도로명주소,위도,경도,시도,시군구,기타,아침,점심,저녁,월,화,수,목,금,토,일,노인만 대상,운영시작,운영종료년도,폐업,급식일
1092,인천광역시 중구 제물량로80번길 3-24,37.46781706,126.6338605,인천광역시,중구,제물량로80번길 3-24,0,1,0,1,1,1,1,1,0,0,1,1997,0,운영,5
1093,인천광역시 중구 송학로 40,37.47444945,126.6272621,인천광역시,중구,송학로 40,0,1,0,1,1,1,1,1,0,0,0,1996,0,운영,5
1094,대구광역시 중구 태평로210 (성내1동),35.8736113,128.6005047778,대구광역시,중구,태평로210 (성내1동),0,1,0,1,1,1,1,1,0,0,1,0,0,운영,5
1095,대구광역시 중구 문우관길 73 (남산2동),35.8640392,128.5928558,대구광역시,중구,문우관길 73 (남산2동),1,0,0,1,1,0,1,1,1,0,1,0,0,운영,5
1096,대구광역시 중구 공평로8길 15(삼덕동2가),35.8669683,128.6010507,대구광역시,중구,공평로8길 15(삼덕동2가),0,1,0,0,0,0,1,1,1,0,0,0,0,운영,3
1097,대구광역시 중구 국채보상로102길 50,35.8676667507,128.5855669067,대구광역시,중구,국채보상로102길 50,0,0,1,0,0,0,0,0,1,0,0,0,0,운영,1
1098,대구광역시 남구 이천로28길 8-52(이천동),35.8526595,128.5992855900,대구광역시,남구,이천로28길 8-52(이천동),0,1,0,0,0,0,0,0,1,0,0,0,0,운영,1
1099,대구광역시 중구 태평로 297,35.8733818,128.6096982253,대구광역시,중구,태평로 297,0,1,0,0,0,0,0,0,0,1,0,0,0,운영,1
1100,대구광역시 중구 태평로 1가 21-5,35.8737922869,128.5998807,대구광역시,중구,태평로 1가 21-5,0,1,0,0,1,0,1,0,1,0,1,0,0,운영,3
1101,강원도 평창군 미탄면 청옥산1길 3-9,37.342466,128.495721,강원도,평창군,미탄면 청옥산1길 3-9,0,1,0,0,0,0,0,0,0,0,1,2020,2020,폐업,0
1102,강원도 평창군 봉평면 기풍로 121,37.613036,128.377679,강원도,평창군,봉평면 기풍로 121,0,1,0,0,0,0,0,0,0,0,1,2020,2020,폐업,0
1103,강원도 평창군 대관령면 대관령로 97-3,37.672789,128.707434,강원도,평창군,대관령면 대관령로 97-3,0,1,0,0,0,0,1,0,0,0,1,2020,2020,폐업,1
1104,강원도 평창군 평창읍 노성로 70,37.368285,128.393913,강원도,평창군,평창읍 노성로 70,0,1,0,0,0,1,0,0,0,0,1,2020,2020,폐업,1
1105,강원도 평창군 방림면 서동로 1338-3,37.425504,128.394025,강원도,평창군,방림면 서동로 1338-3,0,1,0,0,0,0,0,1,0,0,1,2020,2020,폐업,1
1106,강원도 평창군 용평면 갈정지길 10,37.589823,128.416327,강원도,평창군,용평면 갈정지길 10,0,1,0,0,1,0,0,0,0,0,1,2020,2020,폐업,1
1107,부산광역시 부산진구 복지로117-12,35.1426032,129.0201649,부산광역시,부산진구,복지로117-12,0,1,0,1,1,1,1,1,0,0,1,1993,0,운영,5
1108,부산광역시 부산진구 백양관문로77번길 145,35.1632683,129.0231116,부산광역시,부산진구,백양관문로77번길 145,0,1,0,1,1,1,1,1,1,1,1,1994,0,운영,7
1109,부산광역시 부산진구 당감서로 16,35.16232413,129.0366012754,부산광역시,부산진구,당감서로 16,0,1,0,1,1,1,1,1,0,0,1,1996,0,운영,5
1110,부산광역시 부산진구 동평로405번길 81,35.17714387,129.0715995,부산광역시,부산진구,동평로405번길 81,0,1,0,1,1,1,1,1,0,0,1,2000,0,운영,5
1111,서울특별시 성북구 돌곶이로22길 47,37.61070518,127.0605064,서울특별시,성북구,돌곶이로22길 47,0,1,0,1,1,1,1,1,0,0,1,2020,2020,폐업,5
1112,부산광역시 부산진구 전포대로190번길 35,35.1536436,129.0675507,부산광역시,부산진구,전포대로190번길 35,0,1,0,1,1,1,1,1,0,0,1,2002,0,운영,5
1113,부산광역시 부산진구 엄광로 477-1,35.1453506,129.0514937,부산광역시,부산진구,엄광로 477-1,0,1,0,1,1,1,1,1,0,0,1,1993,0,운영,5
1114,부산광역시 부산진구 전포대로300번길 6,35.1640492,129.0658461,부산광역시,부산진구,전포대로300번길 6,0,1,0,1,1,1,1,1,1,0,1,2010,0,운영,6
1115,인천광역시 서구 승학로 263,37.5462409,126.6721504,인천광역시,서구,승학로 263,0,1,0,1,1,1,1,1,0,0,1,2012,0,운영,5
1116,인천광역시 서구 검단로502번길 15-1,37.60224011,126.6609564,인천광역시,서구,검단로502번길 15-1,0,1,0,1,1,1,1,1,0,0,1,2019,0,운영,5
1117,서울특별시 영등포구 경인로100길 6,37.515306,126.9050411,서울특별시,영등포구,경인로100길 6,0,0,1,0,0,0,1,0,0,0,1,2002,0,운영,1
1118,서울특별시 영등포구 영신로 7,37.5122132,126.909252,서울특별시,영등포구,영신로 7,1,0,0,0,0,1,1,1,0,1,1,1999,0,운영,4
1119,서울특별시 영등포구 신길로 245,37.51379932,126.910905,서울특별시,영등포구,신길로 245,0,0,1,0,0,0,0,0,1,0,1,2001,0,운영,1
1120,서울특별시 영등포구 경인로100길 3,37.515416,126.9052536,서울특별시,영등포구,경인로100길 3,0,1,1,1,1,1,1,1,1,1,1,1988,0,운영,7
1121,서울특별시 영등포구 경인로 828-1,37.515611,126.9050503,서울특별시,영등포구,경인로 828-1,0,1,0,0,0,0,1,0,0,0,1,1986,0,운영,1
1122,울산광역시 남구 대학로1번길 3-51,35.5354465,129.2505258,울산광역시,남구,대학로1번길 3-51,0,1,0,0,0,0,0,0,0,0,1,2007,0,운영,0
1123,울산광역시 남구 봉월로38번길 15,35.536379,129.3079932,울산광역시,남구,봉월로38번길 15,0,1,0,0,0,0,0,0,0,0,1,2004,0,운영,0
1124,울산광역시 남구 선암호수길 150,35.51469998,129.3187845,울산광역시,남구,선암호수길 150,0,1,0,0,0,0,0,0,0,0,1,2014,0,운영,0
1125,울산광역시 남구 봉월로 149,35.5457922,129.3069177,울산광역시,남구,봉월로 149,0,1,0,0,0,0,0,0,1,0,1,2003,0,운영,1
1126,울산광역시 남구 대암로129번길 4,35.5299288,129.3298765,울산광역시,남구,대암로129번길 4,0,1,0,0,0,0,0,0,0,0,1,2014,0,운영,0
1127,울산광역시 남구 중앙로258번길 51,35.54556021,129.3161274,울산광역시,남구,중앙로258번길 51,0,1,0,0,0,0,0,0,0,0,1,2005,0,운영,0
1128,울산광역시 남구 번영로107번길 13,35.53438053,129.3273188,울산광역시,남구,번영로107번길 13,0,1,0,0,0,0,0,0,1,0,1,1994,0,운영,1
1129,경상남도 남해군 남해읍 망운로 44,34.83826961,127.8896725,경상남도,남해군,남해읍 망운로 44,0,1,0,1,1,1,1,1,0,0,1,2020,2021,운영,5
1130,경상남도 남해군 이동면 무림로68번길 10,34.79955552,127.9528005,경상남도,남해군,이동면 무림로68번길 10,0,1,0,1,0,1,0,1,0,0,1,2020,2021,운영,3
1131,경상남도 남해군 상주면 남해대로701번길 2,34.72372068,127.9859213,경상남도,남해군,상주면 남해대로701번길 2,0,1,0,0,0,1,0,0,0,1,1,2020,2021,운영,2
1132,경상남도 남해군 삼동면 동부대로 1254-19,34.80742006,128.036924,경상남도,남해군,삼동면 동부대로 1254-19,0,1,0,0,0,0,0,0,0,0,1,2020,2021,운영,0
1133,경상남도 남해군 삼동면 동부대로1876번나길 27,34.8303221,128.001757,경상남도,남해군,삼동면 동부대로1876번나길 27,0,1,0,1,1,1,1,1,0,0,1,2020,2021,운영,5
1134,경상남도 남해군 미조면 미송로 11-11,34.7157171,128.0433461,경상남도,남해군,미조면 미송로 11-11,0,1,0,1,0,1,0,1,0,0,1,2020,2021,운영,3
1135,경상남도 남해군 남면 남서대로 778-10,34.7717472,127.8874421,경상남도,남해군,남면 남서대로 778-10,0,1,0,0,0,0,0,0,0,0,1,2020,2021,운영,0
1136,경상남도 남해군 서면 남서대로 1653-8,34.8090129,127.8365514,경상남도,남해군,서면 남서대로 1653-8,0,1,0,1,1,1,1,1,1,0,1,2020,2021,운영,6
1137,경상남도 남해군 고현면 탑동로 75-11,34.897557,127.8721201,경상남도,남해군,고현면 탑동로 75-11,0,1,0,1,0,1,0,1,0,0,1,2020,2021,운영,3
1138,경상남도 남해군 설천면 설천로 674,34.92284549,127.9155095,경상남도,남해군,설천면 설천로 674,0,1,0,0,0,1,0,0,0,1,1,2020,2021,운영,2
1139,경상남도 남해군 창선면 창선로66번길 9,34.8553473254,128.0140682,경상남도,남해군,창선면 창선로66번길 9,0,1,0,0,0,1,0,0,0,1,1,2020,2021,운영,2
1140,서울특별시 성북구 종암로15길 10,37.59779187,127.0344106,서울특별시,성북구,종암로15길 10,0,1,0,1,1,1,1,1,0,0,1,2020,2020,폐업,5
1141,서울특별시 성북구 오패산로 21,37.6041995,127.0370454,서울특별시,성북구,오패산로 21,0,1,0,1,1,1,1,1,0,0,1,2020,2020,폐업,5
1142,서울특별시 성북구 솔샘로5길 92,37.61120361,127.0012095,서울특별시,성북구,솔샘로5길 92,0,1,0,1,1,1,1,1,0,0,1,2020,2020,폐업,5
1143,서울특별시 성북구 삼양로8가길 32,37.6088152,127.0247485,서울특별시,성북구,삼양로8가길 32,0,1,0,1,1,1,1,1,0,0,1,2020,2020,폐업,5
1144,서울특별시 성북구 동소문로25가길 20,37.5953432,127.0192109,서울특별시,성북구,동소문로25가길 20,0,1,0,1,1,1,1,1,0,0,1,2020,2020,폐업,5
1145,서울특별시 성북구 오패산로16길 23,37.6089065,127.0375144,서울특별시,성북구,오패산로16길 23,0,1,0,1,1,1,1,1,0,0,1,2020,2020,폐업,5
1146,경기도 수원시 팔달구 덕영대로 924,37.26567858,127.0000947,경기도,수원시,팔달구 덕영대로 924,1,0,0,1,1,1,1,1,1,0,1,2014,0,운영,6
1147,경기도 수원시 팔달구 덕영대로 924,37.26567858,127.0000947,경기도,수원시,팔달구 덕영대로 924,0,0,1,1,1,1,1,1,1,0,1,2014,0,운영,6
1148,경기도 수원시 팔달구 덕영대로 924,37.26567858,127.0000947,경기도,수원시,팔달구 덕영대로 924,0,0,1,1,0,0,0,0,0,0,1,2014,0,운영,1
1149,경기도 수원시 팔달구 덕영대로 924,37.26567858,127.0000947,경기도,수원시,팔달구 덕영대로 924,1,0,0,0,0,0,0,0,0,1,1,2014,0,운영,1
1150,경기도 수원시 팔달구 덕영대로 924,37.26567858,127.0000947,경기도,수원시,팔달구 덕영대로 924,0,1,0,1,0,0,0,0,0,0,1,2014,0,운영,1
1151,인천광역시 옹진군 북도면 시도로61번길 65-4,37.53267769,126.4270352,인천광역시,옹진군,북도면 시도로61번길 65-4,0,1,0,0,0,0,1,0,0,0,0,2020,2020,폐업,1
1152,인천광역시 옹진군 북도면 장봉로 562,37.53462979,126.3372503,인천광역시,옹진군,북도면 장봉로 562,0,1,0,0,1,0,0,0,0,0,0,2020,2020,폐업,1
1153,인천광역시 옹진군 연평면 연평로 168,37.6616438,125.7032019,인천광역시,옹진군,연평면 연평로 168,0,1,0,0,0,0,1,0,0,0,0,2020,2020,폐업,1
1154,인천광역시 옹진군 백령면 당후길 56,37.95941837,124.6625212,인천광역시,옹진군,백령면 당후길 56,0,1,0,0,1,0,0,0,0,0,0,2020,2020,폐업,1
1155,인천광역시 옹진군 백령면 화동로 49-12,37.93442358,124.6837937,인천광역시,옹진군,백령면 화동로 49-12,0,1,0,0,0,1,0,0,0,0,0,2020,2020,폐업,1
1156,인천광역시 옹진군 백령면 백령로278번안길 34,37.9727133,124.7193851,인천광역시,옹진군,백령면 백령로278번안길 34,0,1,0,0,0,0,0,0,1,0,0,2020,2020,폐업,1
1157,인천광역시 옹진군 대청면 대청로7번길 4-19,37.82536146,124.7141543,인천광역시,옹진군,대청면 대청로7번길 4-19,0,1,0,0,0,1,0,0,0,0,0,2020,2020,폐업,1
1158,인천광역시 옹진군 덕적면 덕적남로 7,37.22648044,126.1467783,인천광역시,옹진군,덕적면 덕적남로 7,0,1,0,0,1,0,0,0,0,0,0,2020,2020,폐업,1
1159,인천광역시 옹진군 자월면 자월서로 164,37.25406432,126.3071493,인천광역시,옹진군,자월면 자월서로 164,0,1,0,1,0,0,0,0,0,0,0,2020,2020,폐업,1
1160,인천광역시 옹진군 자월면 대이작로70번길 3-8,37.17651731,126.2536375,인천광역시,옹진군,자월면 대이작로70번길 3-8,0,1,0,0,0,1,0,0,0,0,0,2020,2020,폐업,1
1161,인천광역시 옹진군 영흥면 영흥로251번길 90,37.25609956,126.4833427,인천광역시,옹진군,영흥면 영흥로251번길 90,0,1,0,1,0,0,0,0,0,0,0,2020,2020,폐업,1
1162,서울특별시 용산구 한강대로 92길 6,37.54569095,126.9725568,서울특별시,용산구,한강대로 92길 6,0,0,1,1,1,1,1,1,1,1,1,2008,0,운영,7
1163,부산광역시 부산진구 가야대로703번나길 28,35.15792468,129.0469668,부산광역시,부산진구,가야대로703번나길 28,0,1,0,1,1,1,1,1,0,0,1,2015,0,운영,5
1164,부산광역시 부산진구 엄광로292,35.1549166,129.0416369,부산광역시,부산진구,엄광로292,0,0,1,1,1,1,1,1,0,0,1,2016,0,운영,5
1165,부산광역시 부산진구 새싹로 295,35.18250584,129.0466919,부산광역시,부산진구,새싹로 295,0,1,0,1,1,1,1,1,1,0,1,1989,0,운영,6
1166,부산광역시 부산진구 냉정로 237,35.1510854,129.0257903,부산광역시,부산진구,냉정로 237,0,1,0,1,1,1,1,1,0,0,1,2013,0,운영,5
1167,의정부시 장곡로606 엘리트타운 705호,,,경기도,장곡로606,엘리트타운 705호,0,1,0,1,1,1,0,0,1,0,1,2008,2020,폐업,4
1168,서울특별시 마포구 마포대로26길 19,37.5549812760,126.9587653180,서울특별시,마포구,마포대로26길 19,0,1,0,1,1,1,1,1,0,0,1,2017,2021,운영,5
1169,서울특별시 마포구 월드컵로215,37.5654999954,126.9003701927,서울특별시,마포구,월드컵로215,0,1,0,1,1,1,1,1,0,0,0,2017,2021,운영,5
1170,서울특별시 마포구 서강로 68,37.5489226010,126.9322146190,서울특별시,마포구,서강로 68,0,1,0,1,1,1,1,1,0,0,1,2017,2021,운영,5
1171,서울특별시 마포구 신촌로26길 10,37.555841,126.942391,서울특별시,마포구,신촌로26길 10,0,1,0,1,1,1,1,1,0,0,1,2017,2021,운영,5
1172,서울특별시 마포구 환일길3,37.5574606308,126.9603135630,서울특별시,마포구,환일길3,0,1,0,1,1,1,1,1,0,0,1,2017,2021,운영,5
1173,서울특별시 마포구 만리재옛12길 6-2,37.5497722962,126.9594309938,서울특별시,마포구,만리재옛12길 6-2,0,0,0,1,1,1,1,1,0,0,0,2017,2021,운영,5
1174,서울특별시 마포구 동교로 132-3,37.5548021869,126.917009,서울특별시,마포구,동교로 132-3,0,0,0,1,1,1,1,1,0,0,0,2017,2021,운영,5
1175,서울특별시 마포구 토정로 148-14,37.5450846731,126.9270188388,서울특별시,마포구,토정로 148-14,0,0,0,1,1,1,1,1,0,0,1,2017,2021,운영,5
1176,서울특별시 마포구 토정로31길 31,37.5423255190,126.9428348434,서울특별시,마포구,토정로31길 31,0,1,0,1,1,1,1,1,0,0,1,2017,2021,운영,5
1177,서울특별시 마포구 고산18길 10,37.5539134,126.9451633821,서울특별시,마포구,고산18길 10,0,1,0,1,1,1,1,1,0,0,1,2019,2021,운영,5
1178,충청남도 예산군 예산읍 벚꽃로 214-11,36.69958419,126.8392805,충청남도,예산군,예산읍 벚꽃로 214-11,0,1,0,1,1,1,1,1,0,0,1,2017,2019,폐업,5
1179,강원도 원주시 육판길 1(태장동),37.35627552,127.9565661,강원도,원주시,육판길 1(태장동),0,1,0,1,1,1,1,1,1,0,1,1992,0,운영,6
1180,강원도 원주시 봉산로 103(봉산동),37.34476858,127.9655205,강원도,원주시,봉산로 103(봉산동),0,1,0,1,1,1,1,1,0,0,1,1992,0,운영,5
1181,강원도 원주시 예술관길 25(명륜동),37.332675,127.9421514,강원도,원주시,예술관길 25(명륜동),0,1,0,1,1,1,1,1,0,0,1,1992,0,운영,5
1182,강원도 원주시 일산로 81-2(원동),37.3464827,127.9518703,강원도,원주시,일산로 81-2(원동),0,1,0,1,1,1,1,1,0,0,1,2011,0,운영,5
1183,강원도 원주시 원일로 250(학성동),37.35787434,127.942819,강원도,원주시,원일로 250(학성동),0,1,0,1,1,1,1,1,1,1,1,1997,0,운영,7
1184,강원도 원주시 서원대로463번길 21(단구동),37.328556,127.9567989,강원도,원주시,서원대로463번길 21(단구동),0,1,0,1,1,1,1,1,0,1,1,2012,0,운영,6
1185,강원도 원주시 문막읍 원문로 1757,37.31294518,127.8235435,강원도,원주시,문막읍 원문로 1757,0,1,0,1,1,1,1,1,0,0,1,2019,0,운영,5
1186,강원도 강릉시 강변로 510,37.76485372,128.9170613,강원도,강릉시,강변로 510,0,1,0,1,1,1,1,1,1,0,1,1999,0,운영,6
1187,경상북도 상주시 상산로 97,36.4003951031,128.1585693,경상북도,상주시,상산로 97,0,1,0,1,1,1,1,1,0,0,1,2018,0,운영,5
1188,제주특별자치도 제주시 인다12길 1,33.4739169802,126.5463663949,제주특별자치도,제주시,인다12길 1,0,1,0,1,0,1,0,1,0,0,1,0,0,운영,3
1189,제주특별자치도 제주시 광양13길 57,33.50138352,126.5357414,제주특별자치도,제주시,광양13길 57,0,1,0,1,1,1,1,1,1,0,1,0,0,운영,6
1190,제주특별자치도 제주시 한경면 고산남3길 33,33.30505052,126.1890689,제주특별자치도,제주시,한경면 고산남3길 33,0,1,0,0,0,1,0,0,0,0,1,0,0,운영,1
1191,전라북도 임실군 임실읍 운수로 33-46,35.6146283709,127.285755,전라북도,임실군,임실읍 운수로 33-46,0,1,0,1,0,1,0,1,0,0,1,2019,2019,폐업,3
1192,전라북도 임실군 관촌면 사선1길 24,35.6745385,127.271421,전라북도,임실군,관촌면 사선1길 24,0,1,0,1,0,1,0,1,0,0,1,2019,2019,폐업,3
1193,전라북도 임실군 오수면 삼일로 27,35.541308,127.3266755117,전라북도,임실군,오수면 삼일로 27,0,1,0,0,0,0,0,0,0,0,1,2019,2019,폐업,0
1194,부산광역시 강서구 순아강변길 5-1(명지동),35.11968668,128.9032048,부산광역시,강서구,순아강변길 5-1(명지동),0,1,0,1,1,1,1,1,0,0,1,2019,2019,폐업,5
1195,부산광역시 강서구 체육공원로39(대저1동),35.2073261,128.9734698,부산광역시,강서구,체육공원로39(대저1동),0,1,0,1,1,1,1,1,0,0,1,2019,2019,폐업,5
1196,부산광역시 강서구 대저로 63번길 31(대저1동),35.21676104,128.9593384,부산광역시,강서구,대저로 63번길 31(대저1동),0,1,0,1,1,1,1,1,0,0,1,2019,2019,폐업,5
1197,대구광역시 남구 대봉로 108,35.848233,128.6041693,대구광역시,남구,대봉로 108,0,1,0,0,1,0,1,1,1,0,0,0,0,운영,4
1198,대구광역시 남구 중앙대로 126,35.8443975,128.591056,대구광역시,남구,중앙대로 126,0,1,0,0,0,0,0,0,1,0,0,0,0,운영,1
1199,대구광역시 남구 중앙대로 38길 17,35.849267,128.591976,대구광역시,남구,중앙대로 38길 17,0,1,0,0,0,1,1,0,0,0,0,0,0,운영,2
1200,대구광역시 남구 대덕초등길 66,35.83107302,128.5621425,대구광역시,남구,대덕초등길 66,1,0,0,0,0,0,0,0,1,0,0,0,0,운영,1
1201,대구광역시 남구 큰골길 137,35.836191,128.583798,대구광역시,남구,큰골길 137,0,1,0,0,0,0,0,0,1,0,0,0,0,운영,1
1202,부산광역시 서구 까치고개로229번길 40,35.10157803,129.0211493,부산광역시,서구,까치고개로229번길 40,0,1,0,1,0,0,0,1,0,0,1,2020,2020,폐업,2
1203,부산광역시 서구 부용로 30,35.10743629,129.0180414,부산광역시,서구,부용로 30,0,1,0,1,0,0,0,1,0,0,1,2020,2020,폐업,2
1204,부산광역시 서구 장군산로 46번길 21,35.07312369,129.014347,부산광역시,서구,장군산로 46번길 21,0,1,0,1,0,0,0,1,0,0,1,2020,2020,폐업,2
1205,부산광역시 서구 망양로193번길 104,35.11117899,129.0263591,부산광역시,서구,망양로193번길 104,0,1,0,1,0,0,0,1,0,0,1,2020,2020,폐업,2
1206,전라남도 함평군 함평읍 들샘길 36,35.061349,126.521898,전라남도,함평군,함평읍 들샘길 36,0,1,0,0,0,0,0,0,0,0,1,2015,0,운영,0
1207,전라남도 함평군 손불면 동암로 1,35.14308691,126.4321969,전라남도,함평군,손불면 동암로 1,0,1,0,0,0,0,0,0,0,0,1,2016,0,운영,0
1208,전라남도 함평군 학교면 학다리길 336-12,35.0176825,126.5373976,전라남도,함평군,학교면 학다리길 336-12,0,1,0,0,0,0,0,0,0,0,1,2014,0,운영,0
1209,전라남도 함평군 나산면 함장로 2396,35.11191075,126.6089902,전라남도,함평군,나산면 함장로 2396,0,1,0,0,0,0,0,0,0,0,1,2007,0,운영,0
1210,전라남도 함평군 해보면 밀재로 1261-7,35.182299,126.6010873,전라남도,함평군,해보면 밀재로 1261-7,0,1,0,0,0,0,0,0,0,0,1,2011,0,운영,0
1211,전라남도 함평군 월야면 밀재로 1491,35.1803852,126.6250642,전라남도,함평군,월야면 밀재로 1491,0,1,0,0,0,0,0,0,0,0,1,2014,0,운영,0
1212,전라남도 함평군 신광면 신광중앙길 63,35.1527868114,126.496171,전라남도,함평군,신광면 신광중앙길 63,0,1,0,0,0,0,0,0,0,0,1,2019,0,운영,0
1213,경상남도 의령군 의령읍 의병로8길 16,35.31781892,128.2547695,경상남도,의령군,의령읍 의병로8길 16,0,1,0,1,1,1,1,1,0,0,1,1992,2020,폐업,5
1214,인천광역시 남동구 담방로 105,37.4504278753,126.7398941771,인천광역시,남동구,담방로 105,0,1,0,1,1,1,1,1,0,0,1,0,0,운영,5
1215,인천광역시 남동구 서판로 54번길 12,37.4635492,126.725459,인천광역시,남동구,서판로 54번길 12,0,1,0,1,1,1,1,1,0,0,1,2001,0,운영,5
1216,인천광역시 남동구 인주대로 898,37.4478231,126.737056,인천광역시,남동구,인주대로 898,0,1,0,1,1,1,1,1,0,0,1,1997,0,운영,5
1217,인천광역시 남동구 석정로 552,37.465821,126.6972037457,인천광역시,남동구,석정로 552,0,1,0,1,1,1,1,1,0,0,1,2016,0,운영,5
1218,인천광역시 남동구 문화서로62번길 13,37.4510095613,126.697239,인천광역시,남동구,문화서로62번길 13,0,1,0,1,1,1,1,1,0,0,1,2004,0,운영,5
1219,인천광역시 남동구 만수로 90,37.4631161078,126.736847,인천광역시,남동구,만수로 90,0,1,0,1,1,1,1,1,0,0,1,0,0,운영,5
1220,인천광역시 남동구 백범로 203,37.4594529007,126.7261967931,인천광역시,남동구,백범로 203,0,0,1,0,1,1,1,1,1,0,1,0,0,운영,5
1221,인천광역시 남동구 앵고개로 697번길 41,37.3912065151,126.7150567655,인천광역시,남동구,앵고개로 697번길 41,0,1,0,0,1,1,1,0,0,0,1,2008,0,운영,3
1222,인천광역시 남동구 포구로 70,37.405135,126.7366397,인천광역시,남동구,포구로 70,0,1,0,0,0,0,1,1,1,0,1,0,0,운영,3
1223,인천광역시 남동구 서창남순환로 124-14,37.43042634,126.7438364,인천광역시,남동구,서창남순환로 124-14,0,1,0,1,1,1,1,1,0,0,1,2017,0,운영,5
1224,인천광역시 남동구 구월말로 59,37.4543626,126.7247717,인천광역시,남동구,구월말로 59,0,1,0,1,1,1,1,1,0,0,1,2019,0,운영,5
1225,충청남도 아산시 배방읍 배방로 57-7,36.7721353,127.0556717,충청남도,아산시,배방읍 배방로 57-7,0,1,0,1,1,1,1,1,0,0,1,0,0,운영,5
1226,충청남도 아산시 남산로 30,36.7811829,126.9968889,충청남도,아산시,남산로 30,0,1,0,1,1,0,1,1,0,0,1,0,0,운영,4
1227,충청남도 아산시 온천대로 1496,36.7804683,127.0034511,충청남도,아산시,온천대로 1496,0,1,0,1,0,0,0,0,0,0,1,0,0,운영,1
1228,충청남도 아산시 온천대로 1496,36.7804683,127.0034511,충청남도,아산시,온천대로 1496,0,1,0,0,1,0,0,0,0,0,1,0,0,운영,1
1229,충청남도 아산시 온천대로 1496,36.7804683,127.0034511,충청남도,아산시,온천대로 1496,0,1,0,0,0,1,0,0,0,0,1,0,0,운영,1
1230,충청남도 아산시 온천대로 1496,36.7804683,127.0034511,충청남도,아산시,온천대로 1496,0,1,0,0,0,0,1,0,0,0,1,0,0,운영,1
1231,충청남도 아산시 온천대로 1496,36.7804683,127.0034511,충청남도,아산시,온천대로 1496,0,1,0,0,0,0,0,1,0,0,1,0,0,운영,1
1232,충청남도 아산시 도고면 도고면로 110번길 16,36.7569541,126.8800547,충청남도,아산시,도고면 도고면로 110번길 16,0,1,0,1,1,1,1,1,0,0,1,0,0,운영,5
1233,충청남도 아산시 남산로 10(온천동266-35),36.78208492,126.9951151,충청남도,아산시,남산로 10(온천동266-35),0,1,0,1,1,1,1,1,0,0,1,0,0,운영,5
1234,충청남도 아산시 외암로 1420(읍내동),36.76387873,127.0149345,충청남도,아산시,외암로 1420(읍내동),0,1,0,1,1,1,1,1,0,0,1,0,0,운영,5
1235,충청남도 아산시 음봉면 산동안길 16,36.83070304,127.0960326,충청남도,아산시,음봉면 산동안길 16,0,1,0,1,1,1,1,1,0,0,1,0,0,운영,5
1236,충청남도 아산시 탕정면 탕정로 22-37,36.8002714,127.0520938,충청남도,아산시,탕정면 탕정로 22-37,0,1,0,1,1,1,1,1,0,0,1,0,0,운영,5
1237,충청남도 아산시 배방읍 순천향로 1060,36.76369166,127.0380247,충청남도,아산시,배방읍 순천향로 1060,0,1,0,1,1,1,1,1,0,0,1,0,0,운영,5
1238,제주특별자치도 제주시 구좌읍 평대12길 15,33.5230046,126.8487514,제주특별자치도,제주시,구좌읍 평대12길 15,0,1,0,0,1,0,0,0,0,0,1,0,0,운영,1
1239,제주특별자치도 제주시 애월읍 하귀미수동길 19,33.4811718,126.4007996,제주특별자치도,제주시,애월읍 하귀미수동길 19,0,1,0,0,0,0,1,0,0,0,1,0,0,운영,1
1240,제주특별자치도 제주시 한림읍 한림상로 207,33.4168842873,126.2683501583,제주특별자치도,제주시,한림읍 한림상로 207,0,1,0,0,0,0,1,0,0,0,1,0,0,운영,1
1241,울산광역시 동구 꽃바위로 356,35.48775711,129.4260207,울산광역시,동구,꽃바위로 356,0,1,0,1,1,1,1,1,0,0,1,2016,0,운영,5
1242,울산광역시 동구 명덕6길 33,35.524626,129.431459,울산광역시,동구,명덕6길 33,0,1,0,1,1,1,1,1,0,0,1,2006,0,운영,5
1243,울산광역시 동구 진성12길 120,35.51061768,129.4274887,울산광역시,동구,진성12길 120,0,1,0,1,1,1,1,1,0,0,1,2007,0,운영,5
1244,울산광역시 동구 봉수로 24,35.489811,129.417091,울산광역시,동구,봉수로 24,0,1,0,1,1,1,1,1,0,0,1,1999,0,운영,5
1245,울산광역시 동구 월봉10길 14,35.49460321,129.4194749,울산광역시,동구,월봉10길 14,0,1,0,1,1,1,1,1,0,0,1,1998,0,운영,5
1246,울산광역시 동구 남목5길 16,35.540663,129.422913,울산광역시,동구,남목5길 16,0,1,0,1,1,1,1,1,0,0,1,1999,0,운영,5
1247,광주광역시 북구 서암대로 132번길 11-10(신안동),35.169196,126.8990823,광주광역시,북구,서암대로 132번길 11-10(신안동),0,1,0,1,0,0,0,1,0,0,1,2015,0,운영,2
1248,광주광역시 북구 동운로 213번길 22(운암동),35.175116,126.873896,광주광역시,북구,동운로 213번길 22(운암동),0,1,0,1,0,0,0,1,0,0,1,2005,0,운영,2
1249,광주광역시 북구 군왕로 168번길 50(두암동),35.17553339,126.936276,광주광역시,북구,군왕로 168번길 50(두암동),0,1,0,1,0,0,0,1,0,0,1,2007,0,운영,2
1250,광주광역시 북구 북문대로 70(운암동),35.17746545,126.878951,광주광역시,북구,북문대로 70(운암동),0,1,0,1,0,0,0,1,0,0,1,2011,0,운영,2
